0.1,0.3
3.2,0.1
0.18,0.1
0.15,3.2
0.53,0.60
4.35,0.3
12.14,1.1
3.2,0.2
0.3,3.2
2.6,0.8
0.11,0.27
0.8,0.6
0.4,0.5
52.5,0.9
0.13,1.1
23.7,16.1
0.4,0.13
0.1,0.9
0.3,5.10
2.5,0.22
0.6,33.4
0.5,0.50
0.5,0.1
0.3,7.6
3.2,0.1
0.13,0.5
51.7,3.2
0.1,0.4
0.11,0.1
0.3,5.10
0.4,0.22
20.25,0.11
23.7,0.1
0.4,31.8
0.3,2.33
3.2,0.4
16.1,0.1
1.11,0.6
0.9,1.30
0.5,12.14
33.4,0.31
0.4,3.2
1.1,18.23
3.2,0.7
48.12,6.4
2.33,8.2
23.7,8.2
11.4,16.1
0.4,0.13
1.11,2.5
11.4,3.2
3.2,2.4
0.60,13.21
18.23,14.20
18.23,16.1
9.2,51.7
0.7,0.6
12.14,0.1
0.6,31.8
0.3,38.1
0.3,18.23
0.8,22.7
1.11,24.3
0.6,0.8
0.36,25.29
3.2,0.1
13.21,0.2
1.1,4.35
0.6,2.6
0.1,0.44
32.3,0.6
11.4,0.36
0.3,0.4
12.14,0.1
17.2,48.12
0.2,1.1
0.2,0.8
30.1,0.1
25.29,15.5
25.29,0.1
2.5,0.11
3.2,0.38
34.12,50.7
0.16,14.20
3.2,0.11
0.16,0.4
7.6,4.2
0.4,5.10
6.2,1.1
0.1,0.13
0.54,8.2
7.6,0.1
0.31,0.9
0.7,39.7
0.8,0.36
1.1,
0.13,
37.1,
0.60,
0.1,
35.3,
0.1,
1.1,
6.43,
0.27,
36.9,
45.7,
0.4,
17.2,
12.14,
0.1,
16.1,
0.27,
0.3,
0.6,
25.29,
24.3,
0.2,
30.1,
12.14,
0.31,
0.7,
22.7,
11.4,
0.5,
3.2,
38.1,
12.14,
1.19,
38.1,
0.1,
0.4,
0.1,
3.2,
0.9,
0.57,
0.5,
47.47,
0.26,
0.1,
5.10,
7.6,
0.6,
0.7,
1.1,
0.4,
0.9,
0.54,
8.2,
0.44,
0.6,
0.1,
22.7,
0.1,
0.15,
23.7,
0.3,
0.1,
15.5,
0.5,
6.4,
0.1,
0.27,
4.16,
16.1,
4.16,
6.2,
20.25,
6.2,
0.6,
0.30,
6.4,
4.2,
0.1,
0.13,
12.14,
0.11,
5.10,
23.7,
2.4,
33.4,
3.2,
0.6,
0.1,
0.9,
46.48,
0.5,
2.1,
0.41,
35.3,
0.61,
0.22,
14.20,
0.4,
5.10,
0.1,
35.3,
0.8,
30.1,
0.44,
0.26,
0.37,
0.27,
26.28,
0.22,
0.27,
0.1,
0.9,
1.1,
3.2,
4.35,
32.3,
0.5,
0.5,
33.4,
0.3,
0.37,
2.5,
1.1,
0.1,
0.9,
32.3,
19.1,
6.4,
0.50,
0.1,
9.2,
5.10,
0.13,
0.8,
23.7,
31.8,
3.2,
0.6,
0.8,
2.4,
19.1,
0.22,
0.1,
6.2,
0.7,
0.8,
0.7,
35.3,
0.1,
0.1,
2.5,
0.15,
19.1,
0.6,
3.2,
0.15,
11.4,
5.10,
7.6,
2.6,
12.14,
10.17,
8.2,
0.22,
0.5,
51.7,
10.17,
0.54,
0.1,
0.4,
1.11,
0.30,
14.20,
53.1,
0.6,
0.8,
33.4,
0.1,
0.5,
0.4,
0.3,
8.2,
3.2,
0.4,
0.44,
33.4,
34.12,
1.1,
3.2,
0.45,
34.12,
2.1,
2.5,
10.17,
0.39,
0.1,
0.9,
2.5,
0.4,
36.9,
32.3,
49.3,
0.44,
0.1,
18.23,
40.5,
3.2,
25.29,
0.1,
0.3,
43.14,
0.2,
0.58,
0.7,
42.1,
9.2,
34.12,
13.21,
5.10,
0.37,
0.1,
2.1,
4.35,
24.3,
3.2,
0.1,
0.7,
0.6,
0.22,
0.55,
2.5,
0.9,
9.2,
0.15,
1.30,
1.1,
7.6,
9.2,
0.11,
0.51,
18.23,
0.4,
14.20,
0.11,
0.7,
0.5,
0.1,
0.4,
0.1,
45.7,
0.57,
21.24,
16.1,
0.2,
3.2,
0.3,
1.1,
0.1,
31.8,
0.26,
3.2,
8.2,
11.4,
0.4,
0.4,
0.11,
42.1,
0.8,
2.33,
0.27,
8.2,
2.1,
0.1,
0.4,
2.5,
29.34,
8.2,
42.1,
0.4,
7.6,
0.1,
4.2,
4.35,
9.2,
50.7,
5.10,
39.7,
2.5,
29.34,
0.1,
0.27,
0.5,
0.15,
0.1,
0.4,
12.14,
0.5,
0.22,
0.1,
0.1,
0.6,
8.2,
5.10,
45.7,
7.6,
0.1,
17.2,
26.28,
0.6,
0.13,
15.5,
2.5,
0.3,
8.2,
48.12,
37.1,
3.2,
0.13,
1.30,
0.6,
0.5,
10.6,
41.1,
34.12,
17.2,
0.1,
18.23,
1.19,
7.6,
0.1,
14.20,
15.5,
1.11,
0.36,
0.15,
0.36,
28.12,
15.5,
12.14,
2.33,
10.6,
0.2,
0.6,
0.5,
30.1,
0.4,
1.11,
2.6,
0.1,
0.1,
4.16,
16.1,
0.4,
4.32,
0.4,
0.27,
0.1,
10.17,
0.31,
1.1,
2.5,
0.50,
0.1,
0.4,
26.28,
7.6,
0.2,
10.17,
3.2,
45.7,
0.1,
16.1,
15.5,
0.2,
44.46,
0.5,
43.14,
31.8,
18.23,
0.1,
0.49,
0.26,
0.1,
0.11,
0.50,
15.5,
0.1,
4.35,
0.7,
0.5,
14.20,
0.18,
0.5,
0.13,
6.43,
0.4,
0.2,
2.6,
6.4,
0.1,
23.7,
1.1,
0.37,
0.54,
7.6,
6.43,
1.1,
3.2,
8.2,
0.1,
5.10,
8.2,
23.7,
19.1,
0.4,
28.12,
6.2,
9.2,
8.2,
7.6,
31.8,
50.7,
5.10,
0.1,
0.4,
38.1,
51.7,
0.31,
16.1,
0.1,
0.57,
0.15,
0.7,
5.10,
0.57,
0.4,
6.4,
27.2,
0.13,
22.7,
44.46,
5.10,
1.1,
32.3,
0.4,
9.2,
41.1,
0.7,
2.5,
3.2,
0.13,
0.1,
8.2,
18.23,
0.7,
0.8,
0.7,
0.4,
3.2,
0.3,
2.33,
0.8,
0.13,
3.2,
0.5,
0.18,
0.45,
0.40,
2.4,
51.7,
0.1,
4.16,
21.24,
29.34,
0.44,
0.42,
0.1,
37.1,
0.5,
0.1,
0.30,
19.1,
0.15,
45.7,
15.5,
3.2,
3.2,
12.14,
13.21,
37.1,
0.1,
0.7,
0.5,
0.1,
0.50,
17.2,
32.3,
20.25,
0.5,
9.2,
0.15,
0.3,
7.6,
2.5,
50.7,
53.1,
0.42,
0.1,
14.20,
9.2,
0.1,
2.6,
46.48,
36.9,
17.2,
0.16,
0.5,
1.1,
16.1,
8.2,
0.4,
1.1,
0.1,
0.1,
1.11,
0.3,
0.26,
1.6,
3.2,
0.44,
35.3,
0.5,
0.4,
14.20,
0.26,
0.13,
0.6,
14.20,
51.7,
0.3,
0.26,
2.6,
10.6,
0.3,
0.4,
0.7,
4.16,
2.1,
0.6,
5.10,
0.1,
0.1,
0.9,
0.5,
53.1,
12.14,
27.2,
0.3,
0.1,
0.6,
51.7,
0.5,
0.8,
3.2,
41.1,
39.7,
11.4,
0.5,
31.8,
0.1,
2.5,
24.3,
0.1,
0.55,
12.14,
10.17,
1.1,
3.2,
38.1,
2.59,
0.42,
0.4,
0.1,
0.54,
0.1,
0.38,
0.1,
0.6,
18.23,
17.2,
3.2,
2.4,
0.4,
20.25,
20.25,
8.2,
0.55,
47.47,
22.7,
0.6,
0.2,
1.3,
2.4,
6.43,
0.36,
11.4,
4.32,
0.4,
24.3,
0.1,
0.11,
10.17,
34.12,
0.1,
0.6,
0.7,
0.1,
20.25,
0.36,
1.1,
3.2,
0.1,
0.5,
1.30,
0.42,
3.2,
1.1,
0.9,
0.8,
7.6,
2.4,
4.2,
0.38,
0.38,
35.3,
0.22,
27.2,
35.3,
25.29,
1.19,
